Iref,period,LLE_per_cycle,eig1_mag,eig2_mag,duty
1.640000000000001013e+00,4.000000000000000000e+00,-7.756413207409719179e-01,5.352614284899150920e-01,5.352614284899150920e-01,4.276898968110561250e-01
1.650000000000000799e+00,4.000000000000000000e+00,-1.069076527836032353e+00,5.352614302158269499e-01,5.352614302158269499e-01,4.297950084383410640e-01
1.660000000000001030e+00,4.000000000000000000e+00,-7.619067362867874005e-01,5.352614304464879957e-01,5.352614304464879957e-01,4.318796694886737342e-01
1.670000000000000817e+00,4.000000000000000000e+00,-6.009454310398434362e-01,5.352614272559025332e-01,5.352614272559025332e-01,4.339440193871098583e-01
1.680000000000001048e+00,4.000000000000000000e+00,-4.986466167358799551e-01,5.352614274381919390e-01,5.352614274381919390e-01,4.359882211607516433e-01
1.690000000000000835e+00,4.000000000000000000e+00,-4.236850037763352783e-01,5.352614265209836297e-01,5.352614265209836297e-01,4.380124576878821618e-01
1.700000000000001066e+00,4.000000000000000000e+00,-3.643528285188489257e-01,5.352614267575530604e-01,5.352614267575530604e-01,4.400169282493849310e-01
1.710000000000000853e+00,4.000000000000000000e+00,-3.134334052367160339e-01,1.918897393460429646e+00,6.207772655168011799e-02,4.420018454300806976e-01
1.720000000000001084e+00,4.000000000000000000e+00,-2.713544195099192313e-01,1.931226598997953348e+00,6.267560727311706492e-02,4.439674323832136782e-01
1.730000000000000870e+00,4.000000000000000000e+00,-2.345115006313659156e-01,1.943539928506873959e+00,6.325368572651936250e-02,4.459139204488589137e-01
1.740000000000001101e+00,4.000000000000000000e+00,-2.017066932822955960e-01,1.955834677976360680e+00,6.381176527785532848e-02,4.478415471035166462e-01
1.750000000000000888e+00,4.000000000000000000e+00,-1.721145866015934278e-01,1.968108603568015980e+00,6.434979520990077861e-02,4.497505542110109000e-01
1.760000000000001119e+00,4.000000000000000000e+00,-1.451418710023539005e-01,1.980359864459143138e+00,6.486785958856793044e-02,4.516411865419869276e-01
1.770000000000000906e+00,4.000000000000000000e+00,-1.203475531431380113e-01,1.992586888225052366e+00,6.536613614574458830e-02,4.535136894974242661e-01
1.780000000000001137e+00,4.000000000000000000e+00,-9.739435384250234862e-02,2.004788470113735954e+00,6.584489240685091616e-02,4.553683122000024008e-01
1.790000000000000924e+00,4.000000000000000000e+00,-7.601876036446970908e-02,2.016963576088490306e+00,6.630445888647047703e-02,4.572053004265913545e-01
1.800000000000001155e+00,4.000000000000000000e+00,-5.601061144247771600e-02,2.029111411350697836e+00,6.674521654246469426e-02,4.590249000355147158e-01
1.810000000000000941e+00,4.000000000000000000e+00,-3.719955984031275698e-02,2.041231343267951637e+00,6.716759577682512861e-02,4.608273553445694781e-01
1.820000000000001172e+00,4.000000000000000000e+00,-1.944554904116613941e-02,2.053322882246186420e+00,6.757205106796725091e-02,4.626129086537427715e-01
1.830000000000000959e+00,4.000000000000000000e+00,-2.631968902461579579e-03,2.065385696096493362e+00,6.795905677690752822e-02,4.643817998591654450e-01
1.840000000000001190e+00,8.000000000000000000e+00,-2.170317147105576758e-02,2.088369233543696524e+00,7.058689929035004418e-02,4.660784031439496045e-01
1.850000000000000977e+00,8.000000000000000000e+00,-7.377857835917876750e-02,1.668692126133830111e+00,6.518350889197870035e-02,4.677360675020695302e-01
1.860000000000001208e+00,8.000000000000000000e+00,-1.633440492389775234e-01,1.681674354202088439e+00,6.380241847400600075e-02,4.693816759682058470e-01
1.870000000000000995e+00,8.000000000000000000e+00,-4.556281252582445318e-01,1.693605324088516717e+00,6.264301974555640251e-02,4.710153391151253310e-01
1.880000000000001226e+00,8.000000000000000000e+00,-1.378008195253883628e-01,1.628708763688669903e+00,7.537192284869433101e-02,4.726371672334682694e-01
1.890000000000001013e+00,8.000000000000000000e+00,-5.375967095707095966e-02,1.631948469080502173e+00,7.564274910954107978e-02,4.742472702684604191e-01
1.900000000000001243e+00,8.000000000000000000e+00,-2.375446247652115202e-03,1.635538350310085987e+00,7.583979381034045009e-02,4.758457577457427812e-01
1.910000000000001030e+00,1.600000000000000000e+01,-6.841696529048427178e-02,1.634789958910472629e+00,7.651831147381264742e-02,4.774725719526636825e-01
1.920000000000001261e+00,9.900000000000000000e+01,2.679471895335787737e-02,1.636822025687452387e+00,7.694737430794731936e-02,4.790957312340493601e-01
1.930000000000001048e+00,9.900000000000000000e+01,-2.158752135974349295e-03,1.764599146102975080e+00,5.613420746181840837e-02,4.804102264997559546e-01
1.940000000000001279e+00,9.900000000000000000e+01,1.031224324783496099e-01,1.705738965427119558e+00,6.813286292892782592e-02,4.820150816286992157e-01
1.950000000000001066e+00,1.200000000000000000e+01,-1.403242496433586457e-02,1.751077666671704725e+00,6.156536989332905135e-02,4.842689726743478751e-01
1.960000000000001297e+00,9.900000000000000000e+01,1.114409725176102040e-01,5.352614297047915137e-01,5.352614297047915137e-01,4.846976829055629210e-01
1.970000000000001084e+00,9.900000000000000000e+01,1.531290081997133123e-01,2.240480033767993984e+00,7.333674108637885936e-02,4.863675038109324666e-01
1.980000000000001315e+00,9.900000000000000000e+01,1.755125512534142229e-01,1.824419566714063690e+00,5.165939780863394726e-02,4.881934675328494788e-01
