Iref,period,LLE_per_cycle,eig1_mag,eig2_mag,duty
2.490000000000001545e+00,9.900000000000000000e+01,3.139317301895845902e-01,2.044280692212647299e+00,5.725754411396925120e-02,5.616035506245591336e-01
2.500000000000001776e+00,9.900000000000000000e+01,3.556350023543422556e-01,1.689744164063974319e+00,4.249511765453461987e-02,5.507536795697670629e-01
2.510000000000001563e+00,9.900000000000000000e+01,4.017953305920267115e-01,1.000000000036521897e+00,2.865047966800350898e-01,5.631710882451377298e-01
2.520000000000001794e+00,9.900000000000000000e+01,3.734331421126493300e-01,2.810628612721292274e+00,7.166710777289961309e-02,5.519649423792327703e-01
2.530000000000001581e+00,9.900000000000000000e+01,3.798790170151397083e-01,2.485897974545845379e+00,6.075016483761117025e-02,5.639297293195537630e-01
2.540000000000001812e+00,9.900000000000000000e+01,3.861132001926855239e-01,1.956497195899444153e+00,4.794327597985983958e-02,5.665662424833332045e-01
2.550000000000001599e+00,9.900000000000000000e+01,4.292725367203776288e-01,2.908889435955583025e+00,7.948413830828333915e-02,5.584453321022788685e-01
2.560000000000001830e+00,9.900000000000000000e+01,4.127054713205949299e-01,2.877937728321227961e+00,7.395316877037150238e-02,5.696221150297952063e-01
2.570000000000001616e+00,9.900000000000000000e+01,4.164233445291521951e-01,2.377949665898458687e+00,5.709022296590370027e-02,5.649484873314599698e-01
2.580000000000001847e+00,1.600000000000000000e+01,-4.344837384584018802e-02,2.945669709438461847e+00,8.050106458818596933e-02,5.681972403517905335e-01
2.590000000000001634e+00,9.900000000000000000e+01,4.038433859001028248e-01,1.000000001393458460e+00,2.865047969998600896e-01,5.664041457808880464e-01
2.600000000000001865e+00,9.900000000000000000e+01,3.984037180837082248e-01,1.661383184843982397e+00,4.241392706723995376e-02,5.635608911709952817e-01
2.610000000000001652e+00,9.900000000000000000e+01,4.164951787526989246e-01,5.352614274657352400e-01,5.352614274657352400e-01,5.708878095948021203e-01
2.620000000000001883e+00,9.900000000000000000e+01,3.920591896103280405e-01,1.000000000207870388e+00,2.865047965863034007e-01,5.721446641540511857e-01
2.630000000000002114e+00,9.900000000000000000e+01,4.245840017015443113e-01,2.508317346505876344e+00,1.747793726467096465e-02,5.692307614921598979e-01
2.640000000000001901e+00,9.900000000000000000e+01,4.385251550106279428e-01,1.000000002161162138e+00,2.865047969175470444e-01,5.770927284067716156e-01
2.650000000000001688e+00,9.900000000000000000e+01,4.037983813280999756e-01,9.999999992696981810e-01,2.865047968405510792e-01,5.713339500147011085e-01
2.660000000000001918e+00,9.900000000000000000e+01,4.263682979549510144e-01,2.238718843361688027e+00,4.641539533847059001e-02,5.769062666862118105e-01
2.670000000000002149e+00,9.900000000000000000e+01,4.071553147956951113e-01,2.762838336967989861e+00,3.847473097680986776e-02,5.783083084251141592e-01
2.680000000000001936e+00,9.900000000000000000e+01,3.956055086765897233e-01,2.394545535650534074e+00,3.533509740382843184e-02,5.858140214291037706e-01
2.690000000000001723e+00,6.000000000000000000e+00,-1.328961372379960093e-01,9.999999983634211276e-01,2.865047967593810641e-01,5.924996564287402512e-01
2.700000000000001954e+00,6.000000000000000000e+00,-8.079435671600854185e-02,4.391012790365844687e-01,4.391012790365844687e-01,5.814728460015867739e-01
2.710000000000002185e+00,6.000000000000000000e+00,-4.187619518594256490e-02,4.434239262787216806e-01,4.434239262787216806e-01,5.829943129132540980e-01
2.720000000000001972e+00,6.000000000000000000e+00,-1.120039766400041104e-02,5.352614280649732326e-01,5.352614280649732326e-01,5.994707411705555433e-01
2.730000000000001759e+00,1.200000000000000000e+01,-3.100125085928698981e-02,5.352614283441372578e-01,5.352614283441372578e-01,6.003805826888704011e-01
2.740000000000001990e+00,9.900000000000000000e+01,-7.364208598743352333e-03,4.423005109182151506e-01,4.423005109182151506e-01,5.859723602783155627e-01
2.750000000000002220e+00,9.900000000000000000e+01,4.144368018091983130e-02,1.000000000583867177e+00,2.865047972142735211e-01,5.983238057585542613e-01
2.760000000000002007e+00,9.900000000000000000e+01,1.031133184656558843e-01,9.999999983634211276e-01,2.865047965072118896e-01,5.998151754165205185e-01
2.770000000000001794e+00,9.900000000000000000e+01,1.022639043741376541e-01,4.370009029380203525e-01,4.370009029380203525e-01,5.892785569759195763e-01
2.780000000000002025e+00,9.900000000000000000e+01,1.118699173365653721e-01,4.459313878504837514e-01,4.459313878504837514e-01,5.896280542926859436e-01
2.790000000000002256e+00,9.900000000000000000e+01,1.065498055186051979e-01,5.352614289433397232e-01,5.352614289433397232e-01,6.064284572509064386e-01
2.800000000000002043e+00,9.000000000000000000e+00,-8.288089835379483516e-02,5.352614296409095029e-01,5.352614296409095029e-01,6.066606564570760085e-01
2.810000000000001830e+00,9.900000000000000000e+01,-8.071299774977601718e-03,3.004695797254591128e+00,6.363858157534418858e-02,6.075022978364743587e-01
2.820000000000002061e+00,9.900000000000000000e+01,1.051647021558788225e-01,1.000000003179402741e+00,2.865047966412503366e-01,6.042262397851603239e-01
2.830000000000002292e+00,9.900000000000000000e+01,1.170231098311875356e-01,9.999999991488851547e-01,2.865047966402859414e-01,6.066616436891922870e-01
2.840000000000002078e+00,9.900000000000000000e+01,1.587677587343495067e-01,4.258281436400517816e-01,4.258281436400517816e-01,5.940037694910822452e-01
2.850000000000001865e+00,9.900000000000000000e+01,1.596821197463632602e-01,1.000000000929774036e+00,2.865047968636454390e-01,6.091419190377819204e-01
2.860000000000002096e+00,9.900000000000000000e+01,1.680299698447837442e-01,9.999999996212131093e-01,2.865047968238533804e-01,6.080371590579025654e-01
2.870000000000002327e+00,9.900000000000000000e+01,1.839208817387459893e-01,4.506591026997987526e-01,4.506591026997987526e-01,5.983453228181172534e-01
2.880000000000002114e+00,9.900000000000000000e+01,1.989973560118967200e-01,9.999999990700262353e-01,2.865047963603120640e-01,6.100627380659456866e-01
2.890000000000001901e+00,9.900000000000000000e+01,2.841956316929387105e-01,9.999999986376855166e-01,2.865047966518217692e-01,6.142921786043763488e-01
2.900000000000002132e+00,9.900000000000000000e+01,2.729693535964080597e-01,9.999999983740930354e-01,2.865047963964616473e-01,5.955358104811760978e-01
2.910000000000002363e+00,9.900000000000000000e+01,2.953729121224721865e-01,4.529012922870256364e-01,4.529012922870256364e-01,5.981992668957536452e-01
2.920000000000002149e+00,9.900000000000000000e+01,3.110914368734538082e-01,1.000000001108330316e+00,2.865047967022490427e-01,6.021815279424003187e-01
2.930000000000001936e+00,9.900000000000000000e+01,3.115307244922017049e-01,5.352614261456781763e-01,5.352614261456781763e-01,6.094576796528188289e-01
2.940000000000002167e+00,9.900000000000000000e+01,3.246795262588655917e-01,3.273952962628390750e+00,7.688071265449918090e-02,6.185847171136266143e-01
2.950000000000002398e+00,9.900000000000000000e+01,3.433787583732748061e-01,9.999999997844734034e-01,2.865047970386873644e-01,6.067658507357742703e-01
2.960000000000002185e+00,9.900000000000000000e+01,3.421764946754574654e-01,1.568617283080304903e+00,9.674668786448292757e-02,6.199145986727053748e-01
2.970000000000001972e+00,9.900000000000000000e+01,3.171942986397657815e-01,9.999999978150757585e-01,2.865047967635556136e-01,6.065619492963665316e-01
2.980000000000002203e+00,9.900000000000000000e+01,3.469766831763447801e-01,1.000000000850688853e+00,2.865047969603636835e-01,6.117930678692473645e-01
2.990000000000002434e+00,9.900000000000000000e+01,3.270542125264764288e-01,4.464011824383777305e-01,4.464011824383777305e-01,6.108141170341317983e-01
3.000000000000002220e+00,9.900000000000000000e+01,3.779042495146505143e-01,1.000000002254987308e+00,2.865047968959006930e-01,6.040509080896729888e-01
